company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
LTIM,2021-03,Positive,Negative,Negative,Reinvestor
LTIM,2022-03,Positive,Negative,Negative,Reinvestor
LTIM,2023-03,Positive,Negative,Negative,Reinvestor
LTIM,2024-03,Positive,Negative,Negative,Reinvestor
M&M,2013-03,Negative,Negative,Positive,Growth Funded by Debt
M&M,2014-03,Negative,Negative,Positive,Growth Funded by Debt
M&M,2015-03,Positive,Negative,Positive,Mixed
M&M,2016-03,Positive,Negative,Positive,Mixed
M&M,2017-03,Positive,Negative,Positive,Mixed
M&M,2018-03,Positive,Negative,Positive,Mixed
M&M,2019-03,Negative,Negative,Positive,Growth Funded by Debt
M&M,2020-03,Negative,Negative,Positive,Growth Funded by Debt
M&M,2021-03,Positive,Negative,Positive,Mixed
M&M,2022-03,Positive,Negative,Negative,Reinvestor
M&M,2023-03,Negative,Negative,Positive,Growth Funded by Debt
M&M,2024-03,Negative,Negative,Positive,Growth Funded by Debt
MARUTI,2013-03,Positive,Negative,Negative,Reinvestor
MARUTI,2014-03,Positive,Negative,Negative,Reinvestor
MARUTI,2015-03,Positive,Negative,Negative,Reinvestor
MARUTI,2016-03,Positive,Negative,Negative,Reinvestor
MARUTI,2017-03,Positive,Negative,Negative,Reinvestor
MARUTI,2018-03,Positive,Negative,Negative,Reinvestor
MARUTI,2019-03,Positive,Negative,Negative,Reinvestor
MARUTI,2020-03,Positive,Negative,Negative,Reinvestor
MARUTI,2021-03,Positive,Negative,Negative,Reinvestor
MARUTI,2022-03,Positive,Negative,Negative,Reinvestor
MARUTI,2023-03,Positive,Negative,Negative,Reinvestor
MARUTI,2024-03,Positive,Negative,Negative,Reinvestor
MOTHERSON,2013-03,Positive,Negative,Negative,Reinvestor
MOTHERSON,2014-03,Positive,Negative,Negative,Reinvestor
MOTHERSON,2015-03,Positive,Negative,Positive,Mixed
MOTHERSON,2016-03,Positive,Negative,Negative,Reinvestor
MOTHERSON,2017-03,Positive,Negative,Positive,Mixed
MOTHERSON,2018-03,Positive,Negative,Negative,Reinvestor
MOTHERSON,2019-03,Positive,Negative,Negative,Reinvestor
MOTHERSON,2020-03,Positive,Negative,Negative,Reinvestor
MOTHERSON,2021-03,Positive,Negative,Negative,Reinvestor
MOTHERSON,2022-03,Positive,Negative,Negative,Reinvestor
MOTHERSON,2023-03,Positive,Negative,Negative,Reinvestor
MOTHERSON,2024-03,Positive,Negative,Positive,Mixed
NAUKRI,2013-03,Positive,Negative,Negative,Reinvestor
NAUKRI,2014-03,Positive,Negative,Positive,Mixed
NAUKRI,2015-03,Positive,Negative,Positive,Mixed
NAUKRI,2016-03,Positive,Negative,Negative,Reinvestor
NAUKRI,2017-03,Positive,Negative,Negative,Reinvestor
NAUKRI,2018-03,Positive,Negative,Negative,Reinvestor
NAUKRI,2019-03,Positive,Negative,Negative,Reinvestor
NAUKRI,2020-03,Positive,Positive,Negative,Liquidating Assets
NAUKRI,2021-03,Positive,Negative,Positive,Mixed
NAUKRI,2022-03,Positive,Negative,Positive,Mixed
NAUKRI,2023-03,Positive,Negative,Positive,Mixed
NAUKRI,2024-03,Positive,Negative,Positive,Mixed
NESTLEIND,2013-12,Positive,Negative,Negative,Reinvestor
NESTLEIND,2014-12,Positive,Negative,Negative,Reinvestor
NESTLEIND,2015-12,Positive,Negative,Negative,Reinvestor
NESTLEIND,2016-12,Positive,Negative,Negative,Reinvestor
NESTLEIND,2017-12,Positive,Negative,Negative,Reinvestor
NESTLEIND,2018-12,Positive,Negative,Negative,Reinvestor
NESTLEIND,2019-12,Positive,Positive,Negative,Liquidating Assets
NESTLEIND,2020-12,Positive,Negative,Negative,Reinvestor
NESTLEIND,2021-12,Positive,Negative,Negative,Reinvestor
NESTLEIND,2022-12,Positive,Negative,Negative,Reinvestor
NESTLEIND,2023-12,Positive,Negative,Negative,Reinvestor
NESTLEIND,2024-03,Positive,Negative,Negative,Reinvestor
NHPC,2013-03,Positive,Negative,Negative,Reinvestor
NHPC,2014-03,Positive,Negative,Negative,Reinvestor
NHPC,2015-03,Positive,Negative,Negative,Reinvestor
NHPC,2016-03,Positive,Negative,Negative,Reinvestor
NHPC,2017-03,Positive,Negative,Negative,Reinvestor
NHPC,2018-03,Positive,Negative,Negative,Reinvestor
NHPC,2019-03,Positive,Negative,Negative,Reinvestor
NHPC,2020-03,Positive,Negative,Positive,Mixed
NHPC,2021-03,Positive,Negative,Negative,Reinvestor
NHPC,2022-03,Positive,Negative,Negative,Reinvestor
NHPC,2023-03,Positive,Negative,Negative,Reinvestor
NHPC,2024-03,Positive,Negative,Negative,Reinvestor
NTPC,2013-03,Positive,Negative,Positive,Mixed
NTPC,2014-03,Positive,Negative,Negative,Reinvestor
NTPC,2015-03,Positive,Negative,Negative,Reinvestor
NTPC,2016-03,Positive,Negative,Negative,Reinvestor
NTPC,2017-03,Positive,Negative,Positive,Mixed
NTPC,2018-03,Positive,Negative,Positive,Mixed
NTPC,2019-03,Positive,Negative,Positive,Mixed
NTPC,2020-03,Positive,Negative,Positive,Mixed
NTPC,2021-03,Positive,Negative,Negative,Reinvestor
NTPC,2022-03,Positive,Negative,Negative,Reinvestor
NTPC,2023-03,Positive,Negative,Negative,Reinvestor
NTPC,2024-03,Positive,Negative,Negative,Reinvestor
ONGC,2013-03,Positive,Negative,Negative,Reinvestor
ONGC,2014-03,Positive,Negative,Positive,Mixed
ONGC,2015-03,Positive,Negative,Negative,Reinvestor
ONGC,2016-03,Positive,Negative,Negative,Reinvestor
ONGC,2017-03,Positive,Negative,Negative,Reinvestor
ONGC,2018-03,Positive,Negative,Positive,Mixed
ONGC,2019-03,Positive,Negative,Negative,Reinvestor
ONGC,2020-03,Positive,Negative,Negative,Reinvestor
ONGC,2021-03,Positive,Negative,Negative,Reinvestor
ONGC,2022-03,Positive,Negative,Negative,Reinvestor
ONGC,2023-03,Positive,Negative,Negative,Reinvestor
ONGC,2024-03,Positive,Negative,Negative,Reinvestor
PFC,2013-03,Negative,Positive,Positive,Distress Signal
PFC,2014-03,Negative,Positive,Positive,Distress Signal
PFC,2015-03,Negative,Negative,Positive,Growth Funded by Debt
PFC,2016-03,Negative,Negative,Positive,Growth Funded by Debt
PFC,2017-03,Positive,Negative,Positive,Mixed
PFC,2018-03,Negative,Positive,Positive,Distress Signal
PFC,2019-03,Negative,Negative,Positive,Growth Funded by Debt
PFC,2020-03,Negative,Negative,Positive,Growth Funded by Debt
PFC,2021-03,Negative,Positive,Positive,Distress Signal
PFC,2022-03,Positive,Negative,Negative,Reinvestor
PFC,2023-03,Negative,Negative,Positive,Growth Funded by Debt
PFC,2024-03,Negative,Negative,Positive,Growth Funded by Debt
PIDILITIND,2013-03,Positive,Negative,Negative,Reinvestor
PIDILITIND,2014-03,Positive,Negative,Negative,Reinvestor
PIDILITIND,2015-03,Positive,Negative,Negative,Reinvestor
PIDILITIND,2016-03,Positive,Negative,Negative,Reinvestor
PIDILITIND,2017-03,Positive,Negative,Positive,Mixed
PIDILITIND,2018-03,Positive,Positive,Negative,Liquidating Assets
PIDILITIND,2019-03,Positive,Negative,Negative,Reinvestor
PIDILITIND,2020-03,Positive,Positive,Negative,Liquidating Assets
PIDILITIND,2021-03,Positive,Negative,Negative,Reinvestor
PIDILITIND,2022-03,Positive,Negative,Negative,Reinvestor
PIDILITIND,2023-03,Positive,Negative,Negative,Reinvestor
PIDILITIND,2024-03,Positive,Negative,Negative,Reinvestor
PNB,2013-03,Negative,Negative,Negative,Pre-Revenue
PNB,2014-03,Positive,Negative,Positive,Mixed
PNB,2015-03,Positive,Negative,Positive,Mixed
PNB,2016-03,Positive,Negative,Positive,Mixed
PNB,2017-03,Positive,Positive,Negative,Liquidating Assets
PNB,2018-03,Negative,Positive,Positive,Distress Signal
PNB,2019-03,Negative,Negative,Positive,Growth Funded by Debt
PNB,2020-03,Negative,Negative,Positive,Growth Funded by Debt
PNB,2021-03,Positive,Negative,Positive,Mixed
PNB,2022-03,Positive,Negative,Positive,Mixed
PNB,2023-03,Positive,Negative,Positive,Mixed
PNB,2024-03,Negative,Negative,Positive,Growth Funded by Debt
POWERGRID,2013-03,Positive,Negative,Positive,Mixed
POWERGRID,2014-03,Positive,Negative,Positive,Mixed
POWERGRID,2015-03,Positive,Negative,Positive,Mixed
POWERGRID,2016-03,Positive,Negative,Positive,Mixed
POWERGRID,2017-03,Positive,Negative,Positive,Mixed
POWERGRID,2018-03,Positive,Negative,Positive,Mixed
POWERGRID,2019-03,Positive,Negative,Negative,Reinvestor
POWERGRID,2020-03,Positive,Negative,Negative,Reinvestor
POWERGRID,2021-03,Positive,Negative,Negative,Reinvestor
POWERGRID,2022-03,Positive,Positive,Negative,Liquidating Assets
POWERGRID,2023-03,Positive,Negative,Negative,Reinvestor
POWERGRID,2024-03,Positive,Negative,Negative,Reinvestor
RECLTD,2013-03,Negative,Positive,Positive,Distress Signal
RECLTD,2014-03,Negative,Positive,Positive,Distress Signal
RECLTD,2015-03,Negative,Positive,Positive,Distress Signal
RECLTD,2016-03,Negative,Negative,Positive,Growth Funded by Debt
RECLTD,2017-03,Positive,Negative,Negative,Reinvestor
RECLTD,2018-03,Negative,Positive,Positive,Distress Signal
RECLTD,2019-03,Negative,Positive,Positive,Distress Signal
RECLTD,2020-03,Negative,Positive,Positive,Distress Signal
RECLTD,2021-03,Negative,Positive,Positive,Distress Signal
RECLTD,2022-03,Negative,Negative,Positive,Growth Funded by Debt
RECLTD,2023-03,Negative,Negative,Positive,Growth Funded by Debt
RECLTD,2024-03,Negative,Negative,Positive,Growth Funded by Debt
RELIANCE,2013-03,Positive,Negative,Positive,Mixed
RELIANCE,2014-03,Positive,Negative,Positive,Mixed
RELIANCE,2015-03,Positive,Negative,Positive,Mixed
RELIANCE,2016-03,Positive,Negative,Negative,Reinvestor
RELIANCE,2017-03,Positive,Negative,Positive,Mixed
RELIANCE,2018-03,Positive,Negative,Negative,Reinvestor
RELIANCE,2019-03,Positive,Negative,Positive,Mixed
RELIANCE,2020-03,Positive,Negative,Negative,Reinvestor
RELIANCE,2021-03,Positive,Negative,Positive,Mixed
RELIANCE,2022-03,Positive,Negative,Positive,Mixed
RELIANCE,2023-03,Positive,Negative,Positive,Mixed
RELIANCE,2024-03,Positive,Negative,Negative,Reinvestor
SBILIFE,2013-03,Positive,Negative,Negative,Reinvestor
SBILIFE,2014-03,Positive,Negative,Negative,Reinvestor
SBILIFE,2015-03,Positive,Negative,Negative,Reinvestor
SBILIFE,2016-03,Positive,Negative,Negative,Reinvestor
SBILIFE,2017-03,Positive,Negative,Negative,Reinvestor
SBILIFE,2018-03,Positive,Negative,Negative,Reinvestor
SBILIFE,2019-03,Positive,Negative,Negative,Reinvestor
SBILIFE,2020-03,Positive,Negative,Negative,Reinvestor
SBILIFE,2021-03,Positive,Negative,Positive,Mixed
SBILIFE,2022-03,Positive,Negative,Negative,Reinvestor
SBILIFE,2023-03,Positive,Negative,Negative,Reinvestor
SBILIFE,2024-03,Positive,Negative,Negative,Reinvestor
SHREECEM,2013-06,Positive,Negative,Negative,Reinvestor
SHREECEM,2014-06,Positive,Negative,Negative,Reinvestor
SHREECEM,2015-06,Positive,Negative,Negative,Reinvestor
SHREECEM,2017-03,Positive,Negative,Negative,Reinvestor
SHREECEM,2018-03,Positive,Negative,Positive,Mixed
SHREECEM,2019-03,Positive,Negative,Negative,Reinvestor
SHREECEM,2020-03,Positive,Negative,Positive,Mixed
SHREECEM,2021-03,Positive,Negative,Negative,Reinvestor
SHREECEM,2022-03,Positive,Negative,Negative,Reinvestor
SHREECEM,2023-03,Positive,Negative,Negative,Reinvestor
SHREECEM,2024-03,Positive,Negative,Negative,Reinvestor
SHRIRAMFIN,2013-03,Negative,Negative,Positive,Growth Funded by Debt
SHRIRAMFIN,2014-03,Negative,Negative,Positive,Growth Funded by Debt
SHRIRAMFIN,2015-03,Negative,Negative,Positive,Growth Funded by Debt
SHRIRAMFIN,2016-03,Negative,Negative,Positive,Growth Funded by Debt
SHRIRAMFIN,2017-03,Negative,Negative,Positive,Growth Funded by Debt
SHRIRAMFIN,2018-03,Negative,Positive,Positive,Distress Signal
SHRIRAMFIN,2019-03,Negative,Negative,Positive,Growth Funded by Debt
SHRIRAMFIN,2020-03,Negative,Negative,Positive,Growth Funded by Debt
SHRIRAMFIN,2021-03,Negative,Negative,Positive,Growth Funded by Debt
SHRIRAMFIN,2022-03,Negative,Negative,Positive,Growth Funded by Debt
SHRIRAMFIN,2023-03,Negative,Positive,Positive,Distress Signal
SHRIRAMFIN,2024-03,Negative,Negative,Positive,Growth Funded by Debt
SIEMENS,2011-09,Positive,Positive,Negative,Liquidating Assets
SIEMENS,2014-09,Positive,Positive,Negative,Liquidating Assets
SIEMENS,2015-09,Positive,Positive,Negative,Liquidating Assets
SIEMENS,2016-09,Positive,Positive,Negative,Liquidating Assets
SIEMENS,2017-09,Positive,Positive,Negative,Liquidating Assets
SIEMENS,2018-09,Positive,Negative,Negative,Reinvestor
SIEMENS,2019-09,Positive,Negative,Negative,Reinvestor
SIEMENS,2020-09,Positive,Positive,Negative,Liquidating Assets
SIEMENS,2021-09,Positive,Negative,Negative,Reinvestor
SIEMENS,2022-09,Positive,Negative,Negative,Reinvestor
SIEMENS,2023-09,Positive,Negative,Negative,Reinvestor
SIEMENS,2024-09,Positive,Negative,Negative,Reinvestor
SUNPHARMA,2013-03,Positive,Negative,Negative,Reinvestor
SUNPHARMA,2014-03,Positive,Negative,Positive,Mixed
SUNPHARMA,2015-03,Positive,Negative,Negative,Reinvestor
SUNPHARMA,2016-03,Positive,Negative,Negative,Reinvestor
SUNPHARMA,2017-03,Positive,Negative,Negative,Reinvestor
SUNPHARMA,2018-03,Positive,Negative,Negative,Reinvestor
SUNPHARMA,2019-03,Positive,Negative,Negative,Reinvestor
SUNPHARMA,2020-03,Positive,Negative,Negative,Reinvestor
SUNPHARMA,2021-03,Positive,Positive,Negative,Liquidating Assets
SUNPHARMA,2022-03,Positive,Negative,Negative,Reinvestor
SUNPHARMA,2023-03,Positive,Negative,Positive,Mixed
SUNPHARMA,2024-03,Positive,Negative,Negative,Reinvestor
TATACONSUM,2013-03,Positive,Positive,Positive,Cash Accumulator
TATACONSUM,2014-03,Positive,Negative,Negative,Reinvestor
TATACONSUM,2015-03,Positive,Negative,Negative,Reinvestor
TATACONSUM,2016-03,Positive,Positive,Negative,Liquidating Assets
TATACONSUM,2017-03,Positive,Positive,Negative,Liquidating Assets
TATACONSUM,2018-03,Positive,Negative,Negative,Reinvestor
TATACONSUM,2019-03,Positive,Positive,Negative,Liquidating Assets
TATACONSUM,2020-03,Positive,Negative,Negative,Reinvestor
TATACONSUM,2021-03,Positive,Negative,Negative,Reinvestor
TATACONSUM,2022-03,Positive,Negative,Negative,Reinvestor
TATACONSUM,2023-03,Positive,Negative,Negative,Reinvestor
TATACONSUM,2024-03,Positive,Negative,Positive,Mixed
TATAMOTORS,2013-03,Positive,Negative,Negative,Reinvestor
TATAMOTORS,2014-03,Positive,Negative,Negative,Reinvestor
TATAMOTORS,2015-03,Positive,Negative,Positive,Mixed
TATAMOTORS,2016-03,Positive,Negative,Negative,Reinvestor
TATAMOTORS,2017-03,Positive,Negative,Positive,Mixed
TATAMOTORS,2018-03,Positive,Negative,Positive,Mixed
TATAMOTORS,2019-03,Positive,Negative,Positive,Mixed
TATAMOTORS,2020-03,Positive,Negative,Positive,Mixed
TATAMOTORS,2021-03,Positive,Negative,Positive,Mixed
TATAMOTORS,2022-03,Positive,Negative,Negative,Reinvestor
TATAMOTORS,2023-03,Positive,Negative,Negative,Reinvestor
TATAMOTORS,2024-03,Positive,Negative,Negative,Reinvestor
TATAPOWER,2013-03,Positive,Negative,Negative,Reinvestor
TATAPOWER,2014-03,Positive,Negative,Negative,Reinvestor
TATAPOWER,2015-03,Positive,Negative,Negative,Reinvestor
TATAPOWER,2016-03,Positive,Negative,Negative,Reinvestor
TATAPOWER,2017-03,Positive,Negative,Positive,Mixed
TATAPOWER,2018-03,Positive,Negative,Negative,Reinvestor
TATAPOWER,2019-03,Positive,Negative,Negative,Reinvestor
TATAPOWER,2020-03,Positive,Negative,Negative,Reinvestor
TATAPOWER,2021-03,Positive,Positive,Negative,Liquidating Assets
TATAPOWER,2022-03,Positive,Negative,Negative,Reinvestor
TATAPOWER,2023-03,Positive,Negative,Positive,Mixed
TATAPOWER,2024-03,Positive,Negative,Negative,Reinvestor
TATASTEEL,2013-03,Positive,Negative,Negative,Reinvestor
TATASTEEL,2014-03,Positive,Negative,Positive,Mixed
TATASTEEL,2015-03,Positive,Negative,Negative,Reinvestor
TATASTEEL,2016-03,Positive,Negative,Negative,Reinvestor
TATASTEEL,2017-03,Positive,Negative,Negative,Reinvestor
TATASTEEL,2018-03,Positive,Negative,Positive,Mixed
TATASTEEL,2019-03,Positive,Negative,Negative,Reinvestor
TATASTEEL,2020-03,Positive,Negative,Negative,Reinvestor
TATASTEEL,2021-03,Positive,Negative,Negative,Reinvestor
TATASTEEL,2022-03,Positive,Negative,Negative,Reinvestor
TATASTEEL,2023-03,Positive,Negative,Negative,Reinvestor
TATASTEEL,2024-03,Positive,Negative,Negative,Reinvestor
TCS,2013-03,Positive,Negative,Negative,Reinvestor
TCS,2014-03,Positive,Negative,Negative,Reinvestor
TCS,2015-03,Positive,Negative,Negative,Reinvestor
TCS,2016-03,Positive,Negative,Negative,Reinvestor
TCS,2017-03,Positive,Negative,Negative,Reinvestor
TCS,2018-03,Positive,Positive,Negative,Liquidating Assets
TCS,2019-03,Positive,Positive,Negative,Liquidating Assets
TCS,2020-03,Positive,Positive,Negative,Liquidating Assets
TCS,2021-03,Positive,Negative,Negative,Reinvestor
TCS,2022-03,Positive,Negative,Negative,Reinvestor
TCS,2023-03,Positive,Positive,Negative,Liquidating Assets
TCS,2024-03,Positive,Positive,Negative,Liquidating Assets
TECHM,2013-03,Positive,Negative,Positive,Mixed
TECHM,2014-03,Positive,Positive,Negative,Liquidating Assets
TECHM,2015-03,Positive,Negative,Negative,Reinvestor
TECHM,2016-03,Positive,Negative,Negative,Reinvestor
TECHM,2017-03,Positive,Negative,Negative,Reinvestor
TECHM,2018-03,Positive,Negative,Negative,Reinvestor
TECHM,2019-03,Positive,Negative,Negative,Reinvestor
TECHM,2020-03,Positive,Positive,Negative,Liquidating Assets
TECHM,2021-03,Positive,Negative,Negative,Reinvestor
TECHM,2022-03,Positive,Positive,Negative,Liquidating Assets
TECHM,2023-03,Positive,Negative,Negative,Reinvestor
TECHM,2024-03,Positive,Negative,Negative,Reinvestor
TITAN,2013-03,Positive,Negative,Negative,Reinvestor
TITAN,2014-03,Negative,Negative,Positive,Growth Funded by Debt
TITAN,2015-03,Positive,Negative,Negative,Reinvestor
TITAN,2016-03,Positive,Negative,Negative,Reinvestor
TITAN,2017-03,Positive,Negative,Negative,Reinvestor
TITAN,2018-03,Negative,Positive,Negative,Mixed
TITAN,2019-03,Positive,Negative,Negative,Reinvestor
TITAN,2020-03,Negative,Positive,Negative,Mixed
TITAN,2021-03,Positive,Negative,Negative,Reinvestor
TITAN,2022-03,Negative,Positive,Negative,Mixed
TITAN,2023-03,Positive,Negative,Positive,Mixed
TITAN,2024-03,Positive,Negative,Negative,Reinvestor
TORNTPHARM,2013-03,Positive,Negative,Positive,Mixed
TORNTPHARM,2014-03,Positive,Negative,Positive,Mixed
TORNTPHARM,2015-03,Positive,Negative,Positive,Mixed
TORNTPHARM,2016-03,Positive,Negative,Negative,Reinvestor
TORNTPHARM,2017-03,Positive,Negative,Negative,Reinvestor
TORNTPHARM,2018-03,Positive,Negative,Positive,Mixed
TORNTPHARM,2019-03,Positive,Negative,Negative,Reinvestor
TORNTPHARM,2020-03,Positive,Positive,Negative,Liquidating Assets
TORNTPHARM,2021-03,Positive,Negative,Negative,Reinvestor
TORNTPHARM,2022-03,Positive,Negative,Negative,Reinvestor
TORNTPHARM,2023-03,Positive,Negative,Positive,Mixed
TORNTPHARM,2024-03,Positive,Negative,Negative,Reinvestor
TRENT,2013-03,Positive,Negative,Positive,Mixed
TRENT,2014-03,Negative,Negative,Negative,Pre-Revenue
TRENT,2015-03,Negative,Negative,Positive,Growth Funded by Debt
TRENT,2016-03,Positive,Negative,Negative,Reinvestor
TRENT,2017-03,Positive,Negative,Negative,Reinvestor
TRENT,2018-03,Positive,Negative,Negative,Reinvestor
TRENT,2019-03,Positive,Negative,Positive,Mixed
TRENT,2020-03,Positive,Negative,Positive,Mixed
TRENT,2021-03,Positive,Positive,Negative,Liquidating Assets
TRENT,2022-03,Positive,Positive,Negative,Liquidating Assets
TRENT,2023-03,Positive,Negative,Negative,Reinvestor
TRENT,2024-03,Positive,Negative,Negative,Reinvestor
TVSMOTOR,2013-03,Positive,Negative,Negative,Reinvestor
TVSMOTOR,2014-03,Positive,Negative,Negative,Reinvestor
TVSMOTOR,2015-03,Positive,Negative,Positive,Mixed
TVSMOTOR,2016-03,Positive,Negative,Negative,Reinvestor
TVSMOTOR,2017-03,Positive,Negative,Negative,Reinvestor
TVSMOTOR,2018-03,Positive,Negative,Positive,Mixed
TVSMOTOR,2019-03,Negative,Negative,Positive,Growth Funded by Debt
TVSMOTOR,2020-03,Positive,Negative,Positive,Mixed
TVSMOTOR,2021-03,Positive,Negative,Positive,Mixed
TVSMOTOR,2022-03,Negative,Negative,Positive,Growth Funded by Debt
TVSMOTOR,2023-03,Negative,Negative,Positive,Growth Funded by Debt
TVSMOTOR,2024-03,Negative,Negative,Positive,Growth Funded by Debt
